"Series";"Time";"Value"
"net.Recv {interface: eth2}";"2022-10-21T09:35:00-04:00";157,050,153
"net.Recv {interface: eth2}";"2022-10-21T09:35:10-04:00";142,542,413
"net.Recv {interface: eth2}";"2022-10-21T09:35:20-04:00";165,884,495
"net.Recv {interface: eth2}";"2022-10-21T09:35:30-04:00";177,807,614
"net.Recv {interface: eth2}";"2022-10-21T09:35:40-04:00";95,734,386
"net.Recv {interface: eth2}";"2022-10-21T09:35:50-04:00";89,196,360
"net.Recv {interface: eth2}";"2022-10-21T09:36:00-04:00";87,316,744
"net.Recv {interface: eth2}";"2022-10-21T09:36:10-04:00";108,999,334
"net.Recv {interface: eth2}";"2022-10-21T09:36:20-04:00";88,952,506
"net.Recv {interface: eth2}";"2022-10-21T09:36:30-04:00";75,751,513
"net.Recv {interface: eth2}";"2022-10-21T09:36:40-04:00";62,467,954
"net.Recv {interface: eth2}";"2022-10-21T09:36:50-04:00";114,454,257
"net.Recv {interface: eth2}";"2022-10-21T09:37:00-04:00";97,506,112
"net.Recv {interface: eth2}";"2022-10-21T09:37:10-04:00";78,123,713
"net.Recv {interface: eth2}";"2022-10-21T09:37:20-04:00";87,522,333
"net.Recv {interface: eth2}";"2022-10-21T09:37:30-04:00";88,058,207
"net.Recv {interface: eth2}";"2022-10-21T09:37:40-04:00";104,893,731
"net.Recv {interface: eth2}";"2022-10-21T09:37:50-04:00";146,432,579
"net.Recv {interface: eth2}";"2022-10-21T09:38:00-04:00";136,590,935
"net.Recv {interface: eth2}";"2022-10-21T09:38:10-04:00";122,006,649
"net.Recv {interface: eth2}";"2022-10-21T09:38:20-04:00";186,984,344
"net.Recv {interface: eth2}";"2022-10-21T09:38:30-04:00";89,427,111
"net.Recv {interface: eth2}";"2022-10-21T09:38:40-04:00";130,183,769
"net.Recv {interface: eth2}";"2022-10-21T09:38:50-04:00";88,189,808
"net.Recv {interface: eth2}";"2022-10-21T09:39:00-04:00";93,719,972
"net.Recv {interface: eth2}";"2022-10-21T09:39:10-04:00";84,779,158
"net.Recv {interface: eth2}";"2022-10-21T09:39:20-04:00";119,256,533
"net.Recv {interface: eth2}";"2022-10-21T09:39:30-04:00";115,654,902
"net.Recv {interface: eth2}";"2022-10-21T09:39:40-04:00";116,057,703
"net.Recv {interface: eth2}";"2022-10-21T09:39:50-04:00";69,077,883
"net.Recv {interface: eth2}";"2022-10-21T09:40:00-04:00";121,826,886
"net.Recv {interface: eth2}";"2022-10-21T09:40:10-04:00";77,404,561
"net.Recv {interface: eth2}";"2022-10-21T09:40:20-04:00";93,333,816
"net.Recv {interface: eth2}";"2022-10-21T09:40:30-04:00";111,076,539
"net.Recv {interface: eth2}";"2022-10-21T09:40:40-04:00";77,964,044
"net.Recv {interface: eth2}";"2022-10-21T09:40:50-04:00";95,544,658
"net.Recv {interface: eth2}";"2022-10-21T09:41:00-04:00";73,339,197
"net.Recv {interface: eth2}";"2022-10-21T09:41:10-04:00";79,500,080
"net.Recv {interface: eth2}";"2022-10-21T09:41:20-04:00";68,958,450
"net.Recv {interface: eth2}";"2022-10-21T09:41:30-04:00";67,621,032
"net.Recv {interface: eth2}";"2022-10-21T09:41:40-04:00";90,444,234
"net.Recv {interface: eth2}";"2022-10-21T09:41:50-04:00";77,318,372
"net.Recv {interface: eth2}";"2022-10-21T09:42:00-04:00";67,766,112
"net.Recv {interface: eth2}";"2022-10-21T09:42:10-04:00";89,955,403
"net.Recv {interface: eth2}";"2022-10-21T09:42:20-04:00";70,819,956
"net.Recv {interface: eth2}";"2022-10-21T09:42:30-04:00";107,551,446
"net.Recv {interface: eth2}";"2022-10-21T09:42:40-04:00";89,649,438
"net.Recv {interface: eth2}";"2022-10-21T09:42:50-04:00";88,171,329
"net.Recv {interface: eth2}";"2022-10-21T09:43:00-04:00";97,706,621
"net.Recv {interface: eth2}";"2022-10-21T09:43:10-04:00";154,258,747
"net.Recv {interface: eth2}";"2022-10-21T09:43:20-04:00";148,552,962
"net.Recv {interface: eth2}";"2022-10-21T09:43:30-04:00";200,816,080
"net.Recv {interface: eth2}";"2022-10-21T09:43:40-04:00";141,668,232
"net.Recv {interface: eth2}";"2022-10-21T09:43:50-04:00";135,736,404
"net.Recv {interface: eth2}";"2022-10-21T09:44:00-04:00";164,450,686
"net.Recv {interface: eth2}";"2022-10-21T09:44:10-04:00";182,269,121
"net.Recv {interface: eth2}";"2022-10-21T09:44:20-04:00";156,237,720
"net.Recv {interface: eth2}";"2022-10-21T09:44:30-04:00";174,920,215
"net.Recv {interface: eth2}";"2022-10-21T09:44:40-04:00";136,551,160
"net.Recv {interface: eth2}";"2022-10-21T09:44:50-04:00";133,969,166
"net.Recv {interface: eth2}";"2022-10-21T09:45:00-04:00";199,122,268
"net.Recv {interface: eth2}";"2022-10-21T09:45:10-04:00";170,843,955
"net.Recv {interface: eth2}";"2022-10-21T09:45:20-04:00";158,948,976
"net.Recv {interface: eth2}";"2022-10-21T09:45:30-04:00";141,921,515
"net.Recv {interface: eth2}";"2022-10-21T09:45:40-04:00";157,107,236
"net.Recv {interface: eth2}";"2022-10-21T09:45:50-04:00";157,611,822
"net.Recv {interface: eth2}";"2022-10-21T09:46:00-04:00";134,454,239
"net.Recv {interface: eth2}";"2022-10-21T09:46:10-04:00";152,769,507
"net.Recv {interface: eth2}";"2022-10-21T09:46:20-04:00";124,630,740
"net.Recv {interface: eth2}";"2022-10-21T09:46:30-04:00";98,141,002
"net.Recv {interface: eth2}";"2022-10-21T09:46:40-04:00";114,476,490
"net.Recv {interface: eth2}";"2022-10-21T09:46:50-04:00";162,831,154
"net.Recv {interface: eth2}";"2022-10-21T09:47:00-04:00";263,556,473
"net.Recv {interface: eth2}";"2022-10-21T09:47:10-04:00";253,480,948
"net.Recv {interface: eth2}";"2022-10-21T09:47:20-04:00";234,322,942
"net.Recv {interface: eth2}";"2022-10-21T09:47:30-04:00";250,888,073
"net.Recv {interface: eth2}";"2022-10-21T09:47:40-04:00";175,872,556
"net.Recv {interface: eth2}";"2022-10-21T09:47:50-04:00";69,661,908
"net.Recv {interface: eth2}";"2022-10-21T09:48:00-04:00";90,730,247
"net.Recv {interface: eth2}";"2022-10-21T09:48:10-04:00";145,933,663
"net.Recv {interface: eth2}";"2022-10-21T09:48:20-04:00";69,389,000
"net.Recv {interface: eth2}";"2022-10-21T09:48:30-04:00";71,735,941
"net.Recv {interface: eth2}";"2022-10-21T09:48:40-04:00";86,114,613
"net.Recv {interface: eth2}";"2022-10-21T09:48:50-04:00";95,103,274
"net.Recv {interface: eth2}";"2022-10-21T09:49:00-04:00";66,142,107
"net.Recv {interface: eth2}";"2022-10-21T09:49:10-04:00";84,840,354
"net.Recv {interface: eth2}";"2022-10-21T09:49:20-04:00";60,771,240
"net.Recv {interface: eth2}";"2022-10-21T09:49:30-04:00";62,529,318
"net.Recv {interface: eth2}";"2022-10-21T09:49:40-04:00";88,983,615
"net.Recv {interface: eth2}";"2022-10-21T09:49:50-04:00";74,069,913
"net.Recv {interface: eth2}";"2022-10-21T09:50:00-04:00";88,474,183
"net.Recv {interface: eth2}";"2022-10-21T09:50:10-04:00";84,514,704
"net.Recv {interface: eth2}";"2022-10-21T09:50:20-04:00";127,921,225
"net.Recv {interface: eth2}";"2022-10-21T09:50:30-04:00";106,157,130
"net.Recv {interface: eth2}";"2022-10-21T09:50:40-04:00";96,189,924
"net.Recv {interface: eth2}";"2022-10-21T09:50:50-04:00";107,765,925
"net.Recv {interface: eth2}";"2022-10-21T09:51:00-04:00";137,691,370
"net.Recv {interface: eth2}";"2022-10-21T09:51:10-04:00";78,644,477
"net.Recv {interface: eth2}";"2022-10-21T09:51:20-04:00";67,831,477
"net.Recv {interface: eth2}";"2022-10-21T09:51:30-04:00";91,498,458
"net.Recv {interface: eth2}";"2022-10-21T09:51:40-04:00";80,254,316
"net.Recv {interface: eth2}";"2022-10-21T09:51:50-04:00";77,390,324
"net.Recv {interface: eth2}";"2022-10-21T09:52:00-04:00";76,052,931
"net.Recv {interface: eth2}";"2022-10-21T09:52:10-04:00";131,693,848
"net.Recv {interface: eth2}";"2022-10-21T09:52:20-04:00";98,364,005
"net.Recv {interface: eth2}";"2022-10-21T09:52:30-04:00";55,450,687
"net.Recv {interface: eth2}";"2022-10-21T09:52:40-04:00";67,800,681
"net.Recv {interface: eth2}";"2022-10-21T09:52:50-04:00";49,655,937
"net.Recv {interface: eth2}";"2022-10-21T09:53:00-04:00";96,028,309
"net.Recv {interface: eth2}";"2022-10-21T09:53:10-04:00";75,402,439
"net.Recv {interface: eth2}";"2022-10-21T09:53:20-04:00";57,729,590
"net.Recv {interface: eth2}";"2022-10-21T09:53:30-04:00";53,853,408
"net.Recv {interface: eth2}";"2022-10-21T09:53:40-04:00";80,811,162
"net.Recv {interface: eth2}";"2022-10-21T09:53:50-04:00";78,222,303
"net.Recv {interface: eth2}";"2022-10-21T09:54:00-04:00";67,959,141
"net.Recv {interface: eth2}";"2022-10-21T09:54:10-04:00";60,216,020
"net.Recv {interface: eth2}";"2022-10-21T09:54:20-04:00";67,231,852
"net.Recv {interface: eth2}";"2022-10-21T09:54:30-04:00";71,029,711
"net.Recv {interface: eth2}";"2022-10-21T09:54:40-04:00";67,203,674
"net.Recv {interface: eth2}";"2022-10-21T09:54:50-04:00";65,496,964
"net.Recv {interface: eth2}";"2022-10-21T09:55:00-04:00";70,775,174
"net.Recv {interface: eth2}";"2022-10-21T09:55:10-04:00";62,599,135
"net.Recv {interface: eth2}";"2022-10-21T09:55:20-04:00";64,926,805
"net.Recv {interface: eth2}";"2022-10-21T09:55:30-04:00";72,353,162
"net.Recv {interface: eth2}";"2022-10-21T09:55:40-04:00";89,871,395
"net.Recv {interface: eth2}";"2022-10-21T09:55:50-04:00";62,187,108
"net.Recv {interface: eth2}";"2022-10-21T09:56:00-04:00";72,371,602
"net.Recv {interface: eth2}";"2022-10-21T09:56:10-04:00";79,179,431
"net.Recv {interface: eth2}";"2022-10-21T09:56:20-04:00";126,708,245
"net.Recv {interface: eth2}";"2022-10-21T09:56:30-04:00";62,494,328
"net.Recv {interface: eth2}";"2022-10-21T09:56:40-04:00";87,657,064
"net.Recv {interface: eth2}";"2022-10-21T09:56:50-04:00";103,964,816
"net.Recv {interface: eth2}";"2022-10-21T09:57:00-04:00";80,259,873
"net.Recv {interface: eth2}";"2022-10-21T09:57:10-04:00";69,642,020
"net.Recv {interface: eth2}";"2022-10-21T09:57:20-04:00";75,185,410
"net.Recv {interface: eth2}";"2022-10-21T09:57:30-04:00";65,412,138
"net.Recv {interface: eth2}";"2022-10-21T09:57:40-04:00";62,463,941
"net.Recv {interface: eth2}";"2022-10-21T09:57:50-04:00";74,812,966
"net.Recv {interface: eth2}";"2022-10-21T09:58:00-04:00";107,336,343
"net.Recv {interface: eth2}";"2022-10-21T09:58:10-04:00";81,655,144
"net.Recv {interface: eth2}";"2022-10-21T09:58:20-04:00";87,824,689
"net.Recv {interface: eth2}";"2022-10-21T09:58:30-04:00";100,475,529
"net.Recv {interface: eth2}";"2022-10-21T09:58:40-04:00";94,755,282
"net.Recv {interface: eth2}";"2022-10-21T09:58:50-04:00";74,291,364
"net.Recv {interface: eth2}";"2022-10-21T09:59:00-04:00";59,893,248
"net.Recv {interface: eth2}";"2022-10-21T09:59:10-04:00";74,104,717
"net.Recv {interface: eth2}";"2022-10-21T09:59:20-04:00";62,735,093
"net.Recv {interface: eth2}";"2022-10-21T09:59:30-04:00";124,611,286
"net.Recv {interface: eth2}";"2022-10-21T09:59:40-04:00";147,969,689
"net.Recv {interface: eth2}";"2022-10-21T09:59:50-04:00";181,621,767
"net.Recv {interface: eth2}";"2022-10-21T10:00:00-04:00";123,751,151
"net.Recv {interface: eth2}";"2022-10-21T10:00:10-04:00";129,114,481
"net.Recv {interface: eth2}";"2022-10-21T10:00:20-04:00";164,979,333
"net.Recv {interface: eth2}";"2022-10-21T10:00:30-04:00";153,614,813
"net.Recv {interface: eth2}";"2022-10-21T10:00:40-04:00";197,737,974
"net.Recv {interface: eth2}";"2022-10-21T10:00:50-04:00";226,238,603
"net.Recv {interface: eth2}";"2022-10-21T10:01:00-04:00";112,960,008
"net.Recv {interface: eth2}";"2022-10-21T10:01:10-04:00";210,673,177
"net.Recv {interface: eth2}";"2022-10-21T10:01:20-04:00";181,748,282
"net.Recv {interface: eth2}";"2022-10-21T10:01:30-04:00";162,946,232
"net.Recv {interface: eth2}";"2022-10-21T10:01:40-04:00";159,032,629
"net.Recv {interface: eth2}";"2022-10-21T10:01:50-04:00";105,531,950
"net.Recv {interface: eth2}";"2022-10-21T10:02:00-04:00";239,634,731
"net.Recv {interface: eth2}";"2022-10-21T10:02:10-04:00";265,343,867
"net.Recv {interface: eth2}";"2022-10-21T10:02:20-04:00";254,132,750
"net.Recv {interface: eth2}";"2022-10-21T10:02:30-04:00";215,141,408
"net.Recv {interface: eth2}";"2022-10-21T10:02:40-04:00";235,426,795
"net.Recv {interface: eth2}";"2022-10-21T10:02:50-04:00";237,834,795
"net.Recv {interface: eth2}";"2022-10-21T10:03:00-04:00";214,161,504
"net.Recv {interface: eth2}";"2022-10-21T10:03:10-04:00";162,804,197
"net.Recv {interface: eth2}";"2022-10-21T10:03:20-04:00";113,831,823
"net.Recv {interface: eth2}";"2022-10-21T10:03:30-04:00";70,661,480
"net.Recv {interface: eth2}";"2022-10-21T10:03:40-04:00";76,514,114
"net.Recv {interface: eth2}";"2022-10-21T10:03:50-04:00";120,179,477
"net.Recv {interface: eth2}";"2022-10-21T10:04:00-04:00";92,637,312
"net.Recv {interface: eth2}";"2022-10-21T10:04:10-04:00";128,011,516
"net.Recv {interface: eth2}";"2022-10-21T10:04:20-04:00";118,972,783
"net.Recv {interface: eth2}";"2022-10-21T10:04:30-04:00";149,026,955
"net.Recv {interface: eth2}";"2022-10-21T10:04:40-04:00";75,802,678
"net.Recv {interface: eth2}";"2022-10-21T10:04:50-04:00";79,142,373
"net.Recv {interface: eth2}";"2022-10-21T10:05:00-04:00";82,718,810
"net.Recv {interface: eth2}";"2022-10-21T10:05:10-04:00";75,681,736
"net.Recv {interface: eth2}";"2022-10-21T10:05:20-04:00";92,785,690
"net.Recv {interface: eth2}";"2022-10-21T10:05:30-04:00";89,904,303
"net.Recv {interface: eth2}";"2022-10-21T10:05:40-04:00";151,978,928
"net.Recv {interface: eth2}";"2022-10-21T10:05:50-04:00";153,329,468
"net.Recv {interface: eth2}";"2022-10-21T10:06:00-04:00";156,595,090
"net.Recv {interface: eth2}";"2022-10-21T10:06:10-04:00";146,040,584
"net.Recv {interface: eth2}";"2022-10-21T10:06:20-04:00";110,429,035
"net.Recv {interface: eth2}";"2022-10-21T10:06:30-04:00";175,281,338
"net.Recv {interface: eth2}";"2022-10-21T10:06:40-04:00";187,185,955
"net.Recv {interface: eth2}";"2022-10-21T10:06:50-04:00";149,382,360
"net.Recv {interface: eth2}";"2022-10-21T10:07:00-04:00";251,955,649
"net.Recv {interface: eth2}";"2022-10-21T10:07:10-04:00";283,767,497
"net.Recv {interface: eth2}";"2022-10-21T10:07:20-04:00";275,163,560
"net.Recv {interface: eth2}";"2022-10-21T10:07:30-04:00";302,749,730
"net.Recv {interface: eth2}";"2022-10-21T10:07:40-04:00";258,876,187
"net.Recv {interface: eth2}";"2022-10-21T10:07:50-04:00";276,975,591
"net.Recv {interface: eth2}";"2022-10-21T10:08:00-04:00";216,043,050
"net.Recv {interface: eth2}";"2022-10-21T10:08:10-04:00";98,099,085
"net.Recv {interface: eth2}";"2022-10-21T10:08:20-04:00";75,212,243
"net.Recv {interface: eth2}";"2022-10-21T10:08:30-04:00";108,672,628
"net.Recv {interface: eth2}";"2022-10-21T10:08:40-04:00";99,649,584
"net.Recv {interface: eth2}";"2022-10-21T10:08:50-04:00";111,009,341
"net.Recv {interface: eth2}";"2022-10-21T10:09:00-04:00";114,460,238
