id,status,coordinates/0,coordinates/1,coordinates/2,requestDate,installDate,roofAccess,notes,panoramas/0,name,panoramas/1,panoramas/2,panoramas/3,panoramas/4,panoramas/5,panoramas/6,panoramas/7,panoramas/8,panoramas/9
2485,,-73.8657052,40.7308954,29,1539214182234,,true,,,,,,,,,,,,
2488,,-73.94707,40.6973335,19,1539217242930,,false,,,,,,,,,,,,
2490,,-73.797018,40.69495999999999,-1,1539219800749,,false,,,,,,,,,,,,
2491,,-73.9921394,40.6408458,35,1539285824516,,true,,,,,,,,,,,,
2492,,-73.9780988,40.77898,47,1539286123466,,true,,,,,,,,,,,,
2493,,-73.963948,40.7127424,45,1539320802150,,false,,,,,,,,,,,,
2494,,-73.9919558,40.76505110000001,126,1539322906603,,true,,,,,,,,,,,,
2495,,-73.9541788,40.6886123,28,1539358021838,,true,,,,,,,,,,,,
2496,,-73.9996752,40.7415631,58,1539358825156,,false,,,,,,,,,,,,
2497,,-73.98959479999999,40.733988,69,1539377541002,,false,,2497.jpg,,,,,,,,,,
2498,,-73.963948,40.7127424,45,1539391411983,,false,,2498.jpg,,,,,,,,,,
2499,,-73.93909459999999,40.670775,55,1539394439224,,true,,,,,,,,,,,,
2500,,-73.9527208,40.7785552,68,1539446161793,,false,,,,,,,,,,,,
2501,,-73.98006099999999,40.672277,35,1539456166366,,true,,2501.jpg,,2501a.jpg,2501b.jpg,,,,,,,
2502,,-74.0059728,40.7127753,98,1539483839407,,true,,,,,,,,,,,,
2503,Installed,-73.984541,40.7203976,29,1539494448885,1540526400000,true,,,,,,,,,,,,
2504,,-73.98950570000001,40.7200716,28,1539562546798,,true,,2504.jpg,,2504a.jpg,,,,,,,,
2505,,-73.97882480000001,40.6877381,-1,1539568819730,,false,,,,,,,,,,,,
2506,,-73.988895,40.713261,27,1539570885377,,true,,,,,,,,,,,,
2507,,-73.8961042,40.6795864,28,1539607956585,,true,,,,,,,,,,,,
2508,,-73.9565092,40.7110671,33,1539610029637,,true,,,,,,,,,,,,
2509,,-73.91753109999999,40.7003337,22,1539631351829,,true,,,,,,,,,,,,
2510,,-73.9781611,40.7289174,19,1539656332201,,true,,,,,,,,,,,,
2511,,-73.95037889999999,40.8249549,58,1539696308372,,true,,,,,,,,,,,,
2513,,-73.9128935,40.74758569999999,45,1539738263152,,false,,,,,,,,,,,,
2514,Invalid,-77.4209235,38.4641442,30,1539765529077,,true,,,,,,,,,,,,
2515,,-73.99045149999999,40.744581,73,1539806856980,,true,,,,,,,,,,,,
2516,Invalid,29.1491834,40.9425751,50,1539937153771,,true,,,,,,,,,,,,
2517,,-73.9517,40.6859,30,1539954292246,,true,,2517.jpg,,2517a.jpg,,,,,,,,
2518,,-74.017297,40.7101137,88,1539969995092,,false,,2518.jpg,,,,,,,,,,
2519,,-73.92783039999999,40.6871905,25,1539973763294,,true,,,,,,,,,,,,
2520,,-73.9570602,40.8040668,33,1540078350890,,false,,,,,,,,,,,,
2521,,-73.94707,40.6973335,19,1540092276778,,false,,,,,,,,,,,,
2522,,-73.96754109999999,40.69248169999999,32,1540154081665,,true,,,,,,,,,,,,
2523,,106.7453426,-6.134221399999999,-1,1540222926922,,true,,,,,,,,,,,,
2524,,-73.9198275,40.6920476,25,1540233884137,,true,,,,,,,,,,,,
2525,,-73.9512481,40.664778,49,1540241254637,,true,,2525.jpg,,2525a.jpg,,,,,,,,
2526,,-73.9797316,40.6481821,27,1540258904932,,true,,,,,,,,,,,,
2527,,-73.9775392,40.7263349,18,1540306014530,,true,,2527.jpg,,,,,,,,,,
2528,,-73.9176574,40.6956493,53,1540312006541,,true,,,,,,,,,,,,
2529,,-73.9628566,40.680129,33,1540322582092,,true,,,,,,,,,,,,
2530,,-73.98830339999999,40.7287257,29,1540327530578,,true,,,,,,,,,,,,
2531,,-73.944609,40.677864,32,1540327604493,,true,,2531.jpg,,2531a.jpg,,,,,,,,
2533,,-73.9775621,40.7846707,42,1540334202340,,true,,,,,,,,,,,,
2534,,-73.9475069,40.7879877,25,1540386535050,,true,,,,,,,,,,,,
2535,,-73.9234214,40.7022062,14,1540391933946,,true,,,,,,,,,,,,
2538,,-73.9598154,40.691297,41,1540412806267,,true,,,,,,,,,,,,
2539,Installed,-73.9831177,40.7177627,26,1540420747027,1540353600000,true,,2539.jpg,,2539a.jpg,,,,,,,,
2541,,-74.0083798,40.70683229999999,74,1540443714911,,true,,,,,,,,,,,,
2542,,-73.964164,40.683902,34,1540454175107,,true,,,,,,,,,,,,
2543,,-73.9286458,40.7049711,22,1540487936737,,true,,,,,,,,,,,,
2544,,-73.935576,40.680965,26,1540493658033,,true,,,,,,,,,,,,
2545,,-73.92783039999999,40.6871905,25,1540496145657,,true,,,,,,,,,,,,
2546,,-73.3764188,40.76797639999999,-1,1540506584329,,true,,,,,,,,,,,,
2547,,-73.87001959999999,40.8636035,52,1540516414294,,true,,,,,,,,,,,,
2548,,-73.9548561,40.6939916,27,1540563649683,,true,,,,,,,,,,,,
2549,,-73.95152449999999,40.6885583,30,1540575339368,,true,,,,,,,,,,,,
2550,,-73.963388,40.677205,43,1540703717278,,true,,2550.jpg,,2550a.jpg,,,,,,,,
2551,,-73.9601598,40.6907857,33,1540751367701,,true,,,,,,,,,,,,
2552,,-73.9836268,40.6884305,-1,1540841379054,,false,,,,,,,,,,,,
2553,,-73.896762,40.696186,-1,1540849958503,,true,,,,,,,,,,,,
2555,,-73.971248,40.681318,32,1540928484731,,false,,,,,,,,,,,,
2556,,-73.97322319999999,40.6513082,41,1540928548368,,true,,,,,,,,,,,,
2558,,-73.9953761,40.7224368,24,1540929357058,,true,,,,,,,,,,,,
2559,,-73.81987699999999,40.689636,-1,1540930122853,,true,,,,,,,,,,,,
2560,,-74.0018723,40.6494176,50,1540930200115,,false,,,,,,,,,,,,
2561,,-73.9412863,40.8447781,80,1540930275574,,true,,,,,,,,,,,,
2562,,-73.9371087,40.70555299999999,27,1540931018672,,true,,,,,,,,,,,,
2563,,-73.9776016,40.670305,44,1540931424635,,true,,,,,,,,,,,,
2564,,-73.91753109999999,40.7003337,22,1540931743233,,false,,2564.jpg,,,,,,,,,,
2565,,-74.1094976,40.7243283,26,1540933404685,,true,,,,,,,,,,,,
2567,,-73.9501033,40.6868448,29,1540933414483,,true,,,,,,,,,,,,
2568,,-73.98991269999999,40.6677669,37,1540934326974,,true,,,,,,,,,,,,
2569,,-73.9075758,40.6739498,29,1540934755977,,true,,,,,,,,,,,,
2570,,-73.9508989,40.6532995,-1,1540934820411,,true,,,,,,,,,,,,
2571,,-73.9179674,40.68907859999999,31,1540936181482,,true,,,,,,,,,,,,
2572,,-73.9576802,40.6624561,26,1540936975846,,true,,2572.jpg,,,,,,,,,,
2573,Installed,-73.928511,40.68557,24,1540939883149,1558152000000,true,,,,,,,,,,,,
2574,Invalid,-76.552176,39.367505,14,1540942423906,,true,,,,,,,,,,,,
2577,Invalid,-86.418268,35.8899959,-1,1540947579474,,true,,,,,,,,,,,,
2578,,-73.959655,40.683735,64,1540948407471,,true,,,,,,,,,,,,
2579,,-73.9862398,40.7267784,10,1540954514299,,true,,,,,,,,,,,,
2581,,-73.98725499999999,40.664691,43,1540955735705,,true,,,,,,,,,,,,
2585,,-73.93625899999999,40.677109,30,1541000434283,,true,,,,,,,,,,,,
2586,,-73.9607338,40.63576949999999,33,1541001059576,,true,,,,,,,,,,,,
2588,,-73.9914661,40.6693354,24,1541005278287,,true,,,,,,,,,,,,
2589,,-73.95071759999999,40.6876133,30,1541011551454,,true,,2589.jpg,,2589a.jpg,,,,,,,,
2590,Installed,-73.98588099999999,40.720793,20,1541012112081,1543640400000,true,,,,,,,,,,,,
2591,,-73.9894651,40.6596921,46,1541020014436,,true,,,,,,,,,,,,
2594,,-73.9614225,40.6535368,38,1541079698236,,false,,,,,,,,,,,,
2595,,-73.98477059999999,40.6714436,72,1541101830730,,true,,,,,,,,,,,,
2596,Installed,-73.9556,40.6716,47,1541110624142,1541653200000,true,,2596.jpg,,2596a.jpg,2596b.jpg,2596c.jpg,,,,,,
2597,,-73.9936774,40.7007211,28,1541134541805,,true,,,,,,,,,,,,
2598,,-74.0309762,40.6349749,37,1541134856064,,true,,,,,,,,,,,,
2601,,-73.95525789999999,40.7170004,23,1541170341087,,true,,,,,,,,,,,,
2603,Installed,-73.9904178,40.71428,26,1541177533620,1562990400000,true,Omni-only,2603.jpg,,2603a.jpg,,,,,,,,
2604,,-73.9542591,40.6579306,41,1541177941057,,true,,,,,,,,,,,,
2605,,-73.9888453,40.7237018,36,1541182240225,,false,,,,,,,,,,,,
2607,,-73.9720725,40.6758271,51,1541213786148,,false,,,,,,,,,,,,
2608,,-73.6557636,40.7243953,36,1541253673953,,false,,,,,,,,,,,,
2609,,-73.96459089999999,40.672965,63,1541269494536,,true,,,,,,,,,,,,
2610,,-73.9895914,40.7643876,30,1541283512521,,true,,,,,,,,,,,,
2611,,-73.9368932,40.6796258,49,1541296427381,,false,,,,,,,,,,,,
2612,,-73.94394980000001,40.7074463,25,1541331130297,,true,,,,,,,,,,,,
2613,,-73.947681,40.679381,19,1541345792967,,true,,,,,,,,,,,,
2614,,-73.943905,40.690954,29,1541370593116,,true,,2614.jpg,,,,,,,,,,
2615,,-73.8999717,40.7006471,-1,1541373749992,,false,,,,,,,,,,,,
2616,NN assigned,-73.9816141,40.6722614,33,1541444969519,1605070800000,true,Omni,2616.jpg,,2616a.jpg,,,,,,,,
2617,,-73.9841278,40.6653615,50,1541446635379,,true,,,,,,,,,,,,
2618,Invalid,-73.7791419,45.5458,19,1541471818005,,true,,,,,,,,,,,,
2620,,-73.9517565,40.7018751,34,1541531402885,,true,,,,,,,,,,,,
2621,,-73.99271329999999,40.687912,21,1541535228638,,true,,,,,,,,,,,,
2622,,-73.9527667,40.6724632,42,1541538874345,,true,,,,,,,,,,,,
2623,Installed,-73.9550168,40.679816,27,1541563194459,1542085200000,true,SXT,,,,,,,,,,,
2624,,-73.9826796,40.715342,43,1541626657537,,false,,2624.jpg,,,,,,,,,,
2625,,-74.28192729999999,40.4507222,50,1541643972425,,false,,,,,,,,,,,,
2626,,-73.9663587,40.6812733,38,1541667115653,,true,,,,,,,,,,,,
2627,,-74.00285939999999,40.6285001,34,1541714376972,,true,,,,,,,,,,,,
2628,,-73.9731773,40.6351005,29,1541716478333,,true,,,,,,,,,,,,
2629,,-73.92651130000002,40.7049171,23,1541905214827,,true,,,,,,,,,,,,
2630,,-73.9425262,40.8436061,73,1541953081654,,false,,,,,,,,,,,,
2631,Invalid,-86.42702299999999,39.423782,-1,1541963718663,,true,,,,,,,,,,,,
2632,,-73.9551077,40.6658684,37,1541969029992,,true,,2632.jpg,,2632a.jpg,,,,,,,,
2633,,-73.90858999999999,40.713589,34,1541976108782,,true,,2633.jpg,,,,,,,,,,
2634,,-73.9542362,40.6889779,29,1542038379222,,true,,,,,,,,,,,,
2635,,-73.97640299999999,40.665622,70,1542040666607,,true,,2635.jpg,,,,,,,,,,
2636,Dupe,-73.97640299999999,40.665622,72,1542040673667,,true,,,,,,,,,,,,
2637,,-73.9811038,40.6873477,-1,1542048320367,,false,,,,,,,,,,,,
2638,,-73.9533637,40.6619585,30,1542062891149,,true,,,,,,,,,,,,
2640,,-73.9886502,40.7300742,29,1542143316804,,false,,,,,,,,,,,,
2641,Installed,-73.9605,40.6576049,28,1542213238905,1542517200000,true,Kiosk,2641.jpg,,2641a.jpg,2641b.jpg,,,,,,,
2642,,-74.00449189999999,40.6441861,57,1542216245697,,false,,,,,,,,,,,,
2643,,-73.951892,40.660969,26,1542230607600,,true,,2643.jpg,,,,,,,,,,
2644,Installed,-73.9892241,40.6616778,46,1542301671250,1597723200000,false,sxt solo to 6571,,,,,,,,,,,
2645,,-73.9553268,40.7309873,21,1542381067423,,true,,2645.jpg,,2645a.jpg,,,,,,,,
2646,Installed,-73.9464411,40.6835132,26,1542405482721,1553918400000,true,Omni only,2646.jpg,,2646a.jpg,2646b.jpg,2646c.jpg,2646d.jpg,,,,,
2647,Installed,-73.9215023,40.70288499999999,27,1542409182647,1547442000000,true,,2647.jpg,,2647a.jpg,2647b.jpg,,,,,,,
2648,,-73.9510906,40.7343128,6,1542409217573,,true,,2648.jpg,,,,,,,,,,
2649,,-73.98156809999999,40.7223215,28,1542410765482,,true,,,,,,,,,,,,
2650,,-73.9652452,40.6783232,44,1542413412795,,true,,2650.jpg,,2650a.jpg,,,,,,,,
2651,,-73.947637,40.674814,49,1542420181429,,true,,,,,,,,,,,,
2652,,-73.940686,40.713338,28,1542467330068,,true,,,,,,,,,,,,
2653,,-73.94734799999999,40.721094,30,1542497991482,,true,,2653.jpg,,2653a.jpg,2653b.jpg,,,,,,,
2654,,-73.9793225,40.7142344,76,1542508533837,,false,,,,,,,,,,,,
2655,,-73.89318,40.75012600000001,40,1542511791228,,true,,,,,,,,,,,,
2656,,-73.90212919999999,40.8711424,70,1542511843130,,false,,,,,,,,,,,,
2659,,-73.9789584,40.7136882,40,1542513776143,,true,,,,,,,,,,,,
2660,,-73.978966,40.7140634,76,1542513899125,,false,,,,,,,,,,,,
2661,,-73.904546,40.7073899,-1,1542571400065,,true,,,,,,,,,,,,
2662,,-73.9905096,40.7252219,35,1542605444786,,true,,2662.jpg,,2662a.jpg,,,,,,,,
2663,Installed,-73.997066,40.716808,28,1542666920565,1542949200000,true,,,,,,,,,,,,
2664,Installed,-73.9541018,40.72554,16,1542736095551,1564718400000,true,,2664.jpg,,,,,,,,,,
2666,To be scheduled,-73.99919059999999,40.7170368,34,1542765320991,,true,,,,,,,,,,,,
2667,,-73.989677,40.686213,19,1542768505207,,true,,2667.jpg,,,,,,,,,,
2668,,-73.9468888,40.6717046,39,1542818619022,,true,,,,,,,,,,,,
2669,,-73.9643959,40.6736,62,1542822364780,,true,,,,,,,,,,,,
2670,,-73.9746431,40.69826279999999,45,1542828665606,,true,,2670.jpg,,,,,,,,,,
2671,,-73.99959299999999,40.713565,86,1542829316384,,true,,2671.jpg,,,,,,,,,,
2672,,-73.9700939,40.6905337,38,1542829463966,,false,,,,,,,,,,,,
2673,,-73.95093,40.6775083,44,1542854357310,,true,,2673.jpg,,2673a.jpg,2673b.jpg,,,,,,,
2674,,-73.9406952,40.7227427,29,1542999141233,,true,,,,,,,,,,,,
2675,,-73.9266363,40.7006558,33,1543073481267,,true,,2675.jpg,,2675a.jpg,2675b.jpg,,,,,,,
2676,,-73.9854593,40.7187129,25,1543089003395,,true,,2676.jpg,,,,,,,,,,
2677,,-73.94877679999999,40.7843772,119,1543113599136,,false,,,,,,,,,,,,
2678,,-73.99919059999999,40.7170368,34,1543161850900,,false,,,,,,,,,,,,
2679,,-73.947495,40.7290007,12,1543242555382,,true,,2679.jpg,,,,,,,,,,
2680,,-73.946078,40.728026,8,1543254001150,,true,,2680.jpg,,,,,,,,,,
2681,,-73.97355519999999,40.6436217,37,1543284502433,,false,,,,,,,,,,,,
2682,,-73.9286458,40.7049711,25,1543287832214,,true,,,,,,,,,,,,
2684,,-73.940686,40.713338,28,1543419667987,,true,,,,,,,,,,,,
2685,,-73.796392,40.71272,43,1543439324435,,true,,,,,,,,,,,,
2686,,-73.9740182,40.6490723,37,1543507827119,,false,,2686.jpg,,2686a.jpg,,,,,,,,
2687,,-73.94392239999999,40.8230599,26,1543509185836,,true,,2687.jpg,,,,,,,,,,
2689,,-73.98218750000001,40.6883804,29,1543539498164,,true,,,,,,,,,,,,
2690,,-73.9549479,40.6769274,42,1543594225422,,true,,,,,,,,,,,,
2691,,-74.0153919,40.6754747,16,1543687941030,,true,,2691.jpg,,,,,,,,,,
2692,,-73.9578179,40.8031528,36,1543696532123,,false,,2692.jpg,,,,,,,,,,
2693,,-73.9938,40.7309259,32,1543804425859,,true,,,,,,,,,,,,
2694,,-73.95657,40.624261,23,1543859625394,,false,,,,,,,,,,,,
2695,,-73.98304879999999,40.7183129,36,1543889365329,,false,,,,,,,,,,,,
2696,,-73.9737486,40.6780701,54,1543893195096,,false,,2696.jpg,,,,,,,,,,
2697,,-73.9537344,40.7735375,28,1543903046019,,true,,,,,,,,,,,,
2698,,-73.91524199999999,40.7599019,26,1543941804326,,false,,,,,,,,,,,,
2699,Installed,-73.952312,40.725467,12,1543946181368,1545886800000,true,,2699.jpg,,2699a.jpg,,,,,,,,
2700,,-73.9419403,40.6832978,24,1543950893258,,false,,2700.jpg,,,,,,,,,,
2701,Installed,-74.000736,40.647753,58,1543957978125,1612414800000,true,hub Omni+sector,2701.jpg,Sunset Park,,,,,,,,,
2702,,-73.9587133,40.7123073,36,1543959533644,,true,,2702.jpg,,2702a.jpg,,,,,,,,
2703,,-73.9513679,40.708027,27,1543959617990,,true,,2703.jpg,,2703a.jpg,,,,,,,,
2704,,-74.0403858,40.7192906,19,1543960233146,,false,,,,,,,,,,,,
2705,,-73.94890939999999,40.7905867,28,1543967827880,,true,,,,,,,,,,,,
2706,,-73.866709,40.863496,51,1543971275978,,false,,,,,,,,,,,,
2707,,-73.9251207,40.698586,24,1543991080800,,true,,,,,,,,,,,,
2708,Installed,-73.9898209,40.7158174,26,1543995780113,1545368400000,true,,,,,,,,,,,,
2709,Invalid,-73.9167618,41.0415489,-1,1544022957560,,true,,2709.jpg,,2709a.jpg,,,,,,,,
2710,,-73.9945408,40.6649381,18,1544033063735,,true,,,,,,,,,,,,
2711,,-73.99504329999999,40.6814512,32,1544070187685,,true,,,,,,,,,,,,
2712,,-73.9763684,40.7778277,52,1544106275833,,true,,2712.jpg,,2712a.jpg,2712b.jpg,2712c.jpg,2712d.jpg,2712e.jpg,2712f.jpg,,,
2713,,-73.9591395,40.7425132,103,1544109143749,,false,,,,,,,,,,,,
2714,,-73.9550398,40.7695301,26,1544124974717,,true,,2714.jpg,,,,,,,,,,
2715,,-73.9064265,40.6808101,116,1544129537960,,true,,,,,,,,,,,,
2716,Installed,-73.9410996,40.680738,31,1544131704592,1620273600000,true,Omni only,2716.jpg,,2716a.jpg,,,,,,,,
2717,,-73.9569948,40.7659072,34,1544133765033,,true,,,,,,,,,,,,
2718,,-73.93222779999999,40.6673093,37,1544214933068,,true,,2718.jpg,,,,,,,,,,
2719,,-73.92413499999999,40.770549,35,1544231506365,,true,,,,,,,,,,,,
2720,,-73.82359579999999,41.0000581,112,1544300064551,,true,,,,,,,,,,,,
2721,,-73.98055289999999,40.7362091,20,1544304248817,,false,,,,,,,,,,,,
2723,Installed,-73.95189599999999,40.673268,42,1544327478973,1549774800000,true,,2723.jpg,,2723a.jpg,,,,,,,,
2725,Invalid,76.36806960000001,10.1175832,19,1544420393709,,false,,,,,,,,,,,,
2727,,-73.9854704,40.6882385,34,1544453613755,,true,,,,,,,,,,,,
2728,,-73.951702,40.805646,37,1544489085927,,true,,,,,,,,,,,,
2729,,-73.97370529999999,40.7877872,60,1544543529506,,true,,2729.jpg,,,,,,,,,,
2730,,-73.96025689999999,40.8142769,46,1544545037216,,false,,,,,,,,,,,,
2731,,-73.991871,40.698683,123,1544545512136,,false,,,,,,,,,,,,
2732,,-73.9811038,40.6873477,-1,1544551406946,,true,,,,,,,,,,,,
2734,,-73.9380872,40.7907482,93,1544578578388,,true,,,,,,,,,,,,
2735,,-73.94890939999999,40.7905867,28,1544578999369,,true,,,,,,,,,,,,
2736,,-73.98625129999999,40.6715087,17,1544637239962,,true,,2736.jpg,,2736a.jpg,,,,,,,,
2737,,-73.95814229999999,40.8084844,65,1544646925122,,true,,,,,,,,,,,,
2738,,-73.9928529,40.7177207,23,1544648439582,,true,,,,,,,,,,,,
2739,,-73.9283884,40.6976294,19,1544669390836,,true,,,,,,,,,,,,
2740,,-73.9242828,40.836475,53,1544707318968,,true,,,,,,,,,,,,
2741,Installed,-73.9584768,40.7189136,23,1544767173996,1582088400000,true,Omni,2741.jpg,,2741a.jpg,,,,,,,,
2742,,-74.0026358,40.6762839,9,1544807363144,,true,,2742.jpg,,2742a.jpg,2742b.jpg,,,,,,,
2743,Installed,-73.9110628,40.7032819,34,1544807389214,1553400000000,true,Omni,2743.jpg,,2743a.jpg,,,,,,,,
2744,,-73.953597,40.647596,-1,1544892698381,,false,,2744.jpg,,,,,,,,,,
2746,,-73.9779147,40.6886074,20,1544911270470,,true,,2746.jpg,,,,,,,,,,
2747,,-73.8670758,40.687876,22,1544969864988,,true,,,,,,,,,,,,
2748,,-73.93216269999999,40.7057062,19,1544976242645,,false,,,,,,,,,,,,
2749,Installed,-74.003608,40.713162,73,1544994078273,1549602000000,false,,2749.jpg,"Borough President, Centre St Hub",2749a.jpg,,,,,,,,
2750,Dupe,-73.930402,40.693966,28,1544998426266,,true,,,,,,,,,,,,
2751,Dupe,-73.930402,40.693966,28,1545057168974,,true,,,,,,,,,,,,
2752,,-73.9311433,40.7743181,60,1545063843786,,true,,,,,,,,,,,,
2753,,-73.9610721,40.65684419999999,33,1545069579947,,true,,,,,,,,,,,,
2754,,-73.9283354,40.681158,32,1545076932105,,true,,,,,,,,,,,,
2755,,-73.9911523,40.7549998,54,1545082695780,,true,,,,,,,,,,,,
2756,,-73.9944819,40.6844326,77,1545082814955,,true,,,,,,,,,,,,
2757,,-74.022704,40.634944,35,1545082868147,,true,,,,,,,,,,,,
2758,,-73.937148,40.6898333,25,1545131315564,,true,,,,,,,,,,,,
2759,,-73.9302644,40.7012498,26,1545137055245,,true,,,,,,,,,,,,
2760,,-73.97495649999999,40.6765917,36,1545157971814,,true,,,,,,,,,,,,
2761,,-73.9732806,40.674634,49,1545166784391,,true,,2761.jpg,,2761a.jpg,,,,,,,,
2762,,-73.9574111,40.7319615,32,1545208618914,,false,Potential Hub,,,,,,,,,,,
2763,,-73.960447,40.656405,42,1545245416732,,false,,,,,,,,,,,,
2764,,-73.922207,40.683978,22,1545310535433,,true,,,,,,,,,,,,
2766,,-73.9418355,40.7334435,15,1545346236765,,true,,,,,,,,,,,,
2767,,-73.9993293,40.7155119,25,1545411418778,,true,,2767.jpg,,,,,,,,,,
2768,,-73.8321244,40.7424426,23,1545412477025,,true,,,,,,,,,,,,
2769,,-73.98636309999999,40.7152718,19,1545413315930,,false,,,,,,,,,,,,
2770,,-73.9850805,40.6630131,55,1545423594867,,false,,,,,,,,,,,,
2771,,-73.9967649,40.7178933,27,1545506413508,,true,,,,,,,,,,,,
2772,,-74.03421449999999,40.7447041,46,1545552592143,,true,,,,,,,,,,,,
2773,,-74.03421449999999,40.7447813,21,1545552986488,,true,,,,,,,,,,,,
2774,,-74.026713,40.635793,34,1545673602291,,true,,2774.jpg,,,,,,,,,,
2775,,-73.910388,40.767106,37,1545699452875,,true,,,,,,,,,,,,
2776,,-73.9817633,40.71882550000001,65,1545766600684,,false,,,,,,,,,,,,
2777,,-73.94176259999999,40.7993592,30,1545796300991,,true,,,,,,,,,,,,
2778,,-73.93851939999999,40.6766483,35,1545855655974,,true,,2778.jpg,,2778a.jpg,,,,,,,,
2779,,-74.0001966,40.7281789,33,1545865115285,,false,,,,,,,,,,,,
2780,,-74.02423859999999,40.75051,19,1546053344361,,false,,2780.jpg,,2780a.jpg,,,,,,,,
2781,Invalid,115.8604572,-31.9505269,-1,1546054770339,,false,,,,,,,,,,,,
2782,,-73.94640079999999,40.7556385,24,1546108770978,,false,,,,,,,,,,,,
2783,,-73.9909802,40.6718317,18,1546114491284,,true,,,,,,,,,,,,
2784,,-73.92524,40.669527,45,1546116658708,,true,,,,,,,,,,,,
2785,Invalid,13.0775107,11.8378824,-1,1546360875334,,true,,,,,,,,,,,,
2786,Installed,-73.9828017,40.7283053,22,1546380582430,1547355600000,false,,2786.jpg,,2786a.jpg,2786b.jpg,,,,,,,
2787,,-73.906644,40.717071,36,1546391830703,,true,,,,,,,,,,,,
2789,,-73.9326181,40.79672190000001,16,1546444616470,,true,,,,,,,,,,,,
2790,,-73.9192235,40.7440613,48,1546456475482,,true,,,,,,,,,,,,
2791,,-73.95506270000001,40.635447,19,1546471009409,,true,,,,,,,,,,,,
2792,Installed,-73.995241,40.7119979,28,1546478232501,1596168000000,true,Omni,2792.jpg,,,,,,,,,,
2793,,-73.9388223,40.7381559,18,1546526019381,,true,,2793.jpg,,,,,,,,,,
2795,Installed,-73.9736594,40.7840392,59,1546546470021,1549947600000,false,Kiosk,2795.jpg,,,,,,,,,,
2796,,-73.9600679,40.6576545,33,1546566833213,,true,,,,,,,,,,,,
2797,,-73.9559582,40.7089805,31,1546631385897,,true,,,,,,,,,,,,
2798,,-73.96591599999999,40.713204,24,1546631496522,,true,,,,,,,,,,,,
2799,Dupe,-73.96591599999999,40.713204,24,1546631519070,,false,,,,,,,,,,,,
2800,,-73.9572439,40.6769447,38,1546635796897,,true,,,,,,,,,,,,
2801,,-73.8936341,40.8677848,71,1546652499924,,true,,,,,,,,,,,,
2802,,-73.9127329,40.6885448,-1,1546652905949,,true,,,,,,,,,,,,
2803,,-73.952299,40.67962869999999,33,1546654838407,,true,,,,,,,,,,,,
2807,,-74.0967648,40.5952878,29,1546712451502,,true,,,,,,,,,,,,
2808,,-73.9783886,40.7405665,17,1546735604435,,false,,,,,,,,,,,,
2809,,-73.9269118,40.671489,48,1546737933943,,true,,,,,,,,,,,,
2810,,-73.96504999999999,40.6972175,37,1546890870851,,true,,,,,,,,,,,,
2811,,-73.9984504,40.6596629,21,1546894109412,,true,,,,,,,,,,,,
2812,,-73.9525601,40.8063569,36,1546895127371,,true,,,,,,,,,,,,
2813,,-73.991428,40.7153411,28,1546902034790,,true,,,,,,,,,,,,
2814,Installed,-73.989691,40.7229641,30,1546909641812,1548392400000,true,hub Omni,2814.jpg,Eldridge,2814a.jpg,2814b.jpg,,,,,,,
2815,,-73.9612848,40.6590451,72,1546968197685,,false,,,,,,,,,,,,
2816,,-73.9410535,40.7208251,-1,1546971662668,,true,,,,,,,,,,,,
2817,Installed,-73.989691,40.7229641,30,1546978080167,1548392400000,true,,,,,,,,,,,,
2818,,-73.87001959999999,40.8636035,52,1547025676262,,true,,,,,,,,,,,,
2819,,-73.9371078,40.7014587,33,1547038438477,,true,,,,,,,,,,,,
2820,,-73.91151,40.705775,36,1547047109006,,true,,2820.jpg,,2820a.jpg,,,,,,,,
2821,Installed,-73.989691,40.7229641,33,1547066667231,1548392400000,true,,,,,,,,,,,,
2822,Installed,-73.9776316,40.7428718,42,1547074030699,1540526400000,false,kiosk vpn,2822.jpg,,2822a.jpg,,,,,,,,
2823,,-73.97576,40.6803769,30,1547092672497,,true,,,,,,,,,,,,
2825,,-73.985892,40.663225,47,1547151358449,,false,,2825.jpg,,,,,,,,,,
2826,,-74.006796,40.643605,55,1547152086643,,true,,,,,,,,,,,,
2827,Installed,-73.95169,40.691957,24,1547159083420,1573016400000,true,Omni+sxt,2827.jpg,,2827a.jpg,,,,,,,,
2828,,-73.9346733,40.6889762,28,1547220500886,,true,,2828.jpg,,2828a.jpg,,,,,,,,
2829,,-74.0191332,40.6497742,10,1547227538861,,true,,,,,,,,,,,,
2830,,-73.9428018,40.6727462,39,1547241384030,,true,,2830.jpg,,,,,,,,,,
2831,,-73.97858370000002,40.5989148,14,1547244177039,,true,,,,,,,,,,,,
2832,,-73.956357,40.688303,28,1547248280056,,true,,,,,,,,,,,,
2833,,-73.978043,40.74635,60,1547257990273,,false,,,,,,,,,,,,
2835,,-73.9774592,40.6884273,20,1547319017454,,true,,,,,,,,,,,,
2836,,-73.9799352,40.7372343,59,1547342158043,,false,,2836.jpg,,,,,,,,,,
2837,,-73.9206198,40.6989876,18,1547346737121,,false,,,,,,,,,,,,
2838,,-73.988593,40.7217441,28,1547407576270,,false,,2838.jpg,,,,,,,,,,
2839,Invalid,28.8638102,47.0104529,-1,1547424103788,,false,,,,,,,,,,,,
2840,,-73.9332312,40.7966983,26,1547484444517,,true,,,,,,,,,,,,
